         35876769 function calls (35708270 primitive calls) in 25.571 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      254    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(bincount)
        4    0.000    0.000    0.009    0.002 axis.py:1074(_update_ticks)
      686    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
       29    0.000    0.000    0.013    0.000 merge.py:951(_get_merge_keys)
       26    0.000    0.000    0.093    0.004 construction.py:237(init_dict)
       58    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
       20    0.000    0.000    0.003    0.000 jst_lib.py:78(check_data)
      132    0.000    0.000    0.000    0.000 jst_lib.py:229(<lambda>)
       52    0.000    0.000    0.000    0.000 core.py:900(__init__)
      347    0.000    0.000    0.001    0.000 concat.py:486(_is_uniform_reindex)
        1    0.000    0.000    0.028    0.028 qt_compat.py:65(_setup_pyqt5)
      265    0.000    0.000    0.001    0.000 artist.py:673(set_figure)
       10    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      245    0.000    0.000    0.001    0.000 typing.py:206(__new__)
  288/128    0.000    0.000    0.001    0.000 transforms.py:2350(_iter_break_from_left_to_right)
       60    0.000    0.000    0.001    0.000 stride_tricks.py:206(broadcast_arrays)
      143    0.000    0.000    0.001    0.000 text.py:809(get_unitless_position)
      323    0.000    0.000    0.000    0.000 base.py:1207(_get_names)
      682    0.000    0.000    0.002    0.000 _methods.py:47(_all)
       36    0.000    0.000    0.004    0.000 __init__.py:1494(_add_data_doc)
        1    0.000    0.000    0.012    0.012 _axes.py:97(Axes)
       90    0.000    0.000    0.005    0.000 indexing.py:1474(_getitem_axis)
       42    0.000    0.000    0.002    0.000 nanops.py:237(_get_values)
       82    0.000    0.000    0.001    0.000 inspect.py:536(_finddoc)
     13/7    0.000    0.000    0.003    0.000 offsetbox.py:486(get_extent_offsets)
       74    0.000    0.000    0.052    0.001 generic.py:3346(_take_with_is_copy)
       32    0.000    0.000    0.012    0.000 _base.py:1976(_update_patch_limits)
      320    0.000    0.000    0.000    0.000 base.py:201(construct_from_string)
      491    0.000    0.000    0.003    0.000 colors.py:120(is_color_like)
  250/249    0.000    0.000    0.001    0.000 transforms.py:2573(get_matrix)
  136/132    0.000    0.000    0.000    0.000 spines.py:487(get_spine_transform)
      280    0.000    0.000    0.002    0.000 fromnumeric.py:2236(any)
      254    0.000    0.000    0.003    0.000 base.py:1679(is_boolean)
      509    0.000    0.000    0.000    0.000 generic.py:447(_info_axis)
       71    0.000    0.000    0.001    0.000 ElementTree.py:69(__init__)
      141    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      291    0.000    0.000    0.001    0.000 __init__.py:1382(_to_unmasked_float_array)
     2714    0.000    0.000    0.000    0.000 inspect.py:2514(kind)
       26    0.000    0.000    0.002    0.000 series.py:4211(_reduce)
      119    0.000    0.000    0.000    0.000 path.py:188(_update_values)
       33    0.000    0.000    0.000    0.000 {pandas._libs.lib.get_reverse_indexer}
      102    0.000    0.000    0.001    0.000 xmlwriter.py:74(_xml_empty_tag)
      198    0.000    0.000    0.000    0.000 lines.py:1113(_split_drawstyle_linestyle)
      254    0.000    0.000    0.003    0.000 rcsetup.py:358(validate_color_for_prop_cycle)
     2510    0.000    0.000    0.000    0.000 jst_lib.py:200(<lambda>)
        5    0.000    0.000    0.080    0.016 __init__.py:7(<module>)
     2510    0.000    0.000    0.000    0.000 jst_lib.py:184(<lambda>)
       15    0.000    0.000    0.026    0.002 concat.py:456(get_result)
      257    0.000    0.000    0.787    0.003 ElementTree.py:1262(feed)
      826    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      176    0.000    0.000    0.001    0.000 managers.py:970(iget_values)
       19    0.000    0.000    0.005    0.000 rcsetup.py:879(validate_cycler)
      210    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       48    0.000    0.000    0.005    0.000 artist.py:709(set_clip_path)
      164    0.000    0.000    0.002    0.000 text.py:170(update)
       36    0.000    0.000    0.004    0.000 blocks.py:333(delete)
      207    0.000    0.000    0.004    0.000 transforms.py:2371(transform_affine)
      121    0.000    0.000    0.011    0.000 patches.py:209(get_transform)
     2426    0.000    0.000    0.000    0.000 jst_lib.py:127(<lambda>)
      198    0.000    0.000    0.016    0.000 fromnumeric.py:55(_wrapfunc)
     2510    0.000    0.000    0.000    0.000 jst_lib.py:194(<lambda>)
      216    0.000    0.000    0.001    0.000 fromnumeric.py:1693(ravel)
        5    0.000    0.000    0.037    0.007 jst_lib.py:173(merge_gus)
      776    0.000    0.000    0.002    0.000 typing.py:800(<genexpr>)
       33    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
       16    0.000    0.000    0.121    0.008 frame.py:4877(dropna)
      180    0.000    0.000    0.001    0.000 xlsx.py:607(do_merge_cell)
      414    0.000    0.000    0.000    0.000 __init__.py:2046(<listcomp>)
       26    0.000    0.000    0.023    0.001 parsers.py:1166(_make_engine)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
      786    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       95    0.000    0.000    0.006    0.000 shape_base.py:224(vstack)
  230/187    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
     2426    0.000    0.000    0.000    0.000 jst_lib.py:128(<lambda>)
       59    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        1    0.000    0.000    0.005    0.005 frame.py:339(DataFrame)
       63    0.000    0.000    0.002    0.000 lines.py:1330(update_from)
        1    0.000    0.000    0.001    0.001 managers.py:838(_interleave)
      128    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
       74    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1310(<setcomp>)
      287    0.000    0.000    0.000    0.000 lines.py:59(_scale_dashes)
      678    0.000    0.000    0.000    0.000 typing.py:256(__hash__)
        1    0.000    0.000    0.002    0.002 strings.py:2075(StringMethods)
      111    0.000    0.000    0.018    0.000 expressions.py:214(evaluate)
       21    0.000    0.000    0.007    0.000 groupby.py:655(_set_group_selection)
      537    0.000    0.000    0.005    0.000 contextlib.py:79(__enter__)
      326    0.000    0.000    0.001    0.000 managers.py:1813(_asarray_compat)
        1    0.000    0.000    0.007    0.007 backend_qt5.py:681(__init__)
      463    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       33    0.000    0.000    0.002    0.000 generic.py:1774(_wrap_agged_blocks)
       70    0.000    0.000    0.001    0.000 zipfile.py:771(__init__)
      804    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      280    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(any)
    81/80    0.000    0.000    0.072    0.001 <frozen importlib._bootstrap_external>:919(create_module)
     2372    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      762    0.000    0.000    0.000    0.000 transforms.py:178(<lambda>)
      148    0.000    0.000    0.001    0.000 transforms.py:2553(__init__)
       97    0.000    0.000    0.000    0.000 missing.py:456(_array_equivalent_object)
       32    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
       25    0.000    0.000    0.024    0.001 axis.py:289(draw)
      202    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.019    0.019 pyparsing.py:96(<module>)
      166    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(prod)
       26    0.000    0.000    0.012    0.000 series.py:335(_init_dict)
      111    0.000    0.000    0.018    0.000 generic.py:5202(f)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3995(__init__)
       94    0.000    0.000    0.000    0.000 managers.py:1979(_preprocess_slice_or_indexer)
      106    0.000    0.000    0.003    0.000 indexing.py:694(_has_valid_tuple)
       50    0.000    0.000    0.000    0.000 transforms.py:2867(_interval_contains_close)
      329    0.000    0.000    0.000    0.000 artist.py:373(get_transform)
      363    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
       26    0.000    0.000    0.019    0.001 common.py:356(get_handle)
      128    0.000    0.000    0.000    0.000 common.py:190(all_none)
       64    0.000    0.000    0.000    0.000 generic.py:334(_construct_axes_from_arguments)
      107    0.000    0.000    0.001    0.000 common.py:32(_unpack_zerodim_and_defer)
      307    0.000    0.000    0.004    0.000 zipfile.py:882(_update_crc)
       50    0.000    0.000    0.015    0.000 ElementTree.py:573(parse)
       58    0.000    0.000    0.000    0.000 text.py:41(get_rotation)
      747    0.000    0.000    0.000    0.000 managers.py:249(items)
       16    0.000    0.000    0.081    0.005 frame.py:8372(count)
       17    0.000    0.000    0.001    0.000 managers.py:779(as_array)
      887    0.000    0.000    0.001    0.000 utf_16_le.py:15(decode)
        3    0.000    0.000    0.010    0.003 numeric.py:1(<module>)
      202    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
      318    0.000    0.000    0.000    0.000 missing.py:665(clean_reindex_fill_method)
      180    0.000    0.000    0.003    0.000 indexing.py:1334(_validate_key)
      140    0.000    0.000    0.000    0.000 multi.py:686(__len__)
        1    0.000    0.000    0.005    0.005 generic.py:156(NDFrame)
      706    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:707(find_spec)
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       45    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       63    0.000    0.000    0.001    0.000 algorithms.py:272(_check_object_for_strings)
      163    0.000    0.000    0.000    0.000 frozen.py:66(__getitem__)
       32    0.000    0.000    0.004    0.000 transforms.py:1287(contains_branch)
      225    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       52    0.000    0.000    0.007    0.000 typing.py:1248(__getitem__)
      119    0.000    0.000    0.000    0.000 font_manager.py:794(set_stretch)
      103    0.000    0.000    0.001    0.000 generic.py:562(_set_axis)
      242    0.000    0.000    0.001    0.000 generic.py:1447(<genexpr>)
       16    0.000    0.000    0.012    0.001 frame.py:8520(_reduce)
      786    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       58    0.000    0.000    0.000    0.000 cast.py:642(infer_dtype_from_scalar)
        2    0.000    0.000    0.004    0.002 legend.py:887(_auto_legend_data)
      282    0.000    0.000    0.000    0.000 typing.py:866(_make_subclasshook)
       79    0.000    0.000    0.003    0.000 transforms.py:1470(transform_point)
      832    0.000    0.000    0.000    0.000 transforms.py:1857(get_matrix)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3854(__init__)
      111    0.000    0.000    0.003    0.000 rcsetup.py:90(<listcomp>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
      659    0.000    0.000    0.002    0.000 typing.py:1107(<genexpr>)
      153    0.000    0.000    0.000    0.000 __init__.py:111(_maybe_match_name)
  225/129    0.000    0.000    0.002    0.000 transforms.py:2343(__eq__)
       63    0.000    0.000    0.037    0.001 frame.py:3600(insert)
     1078    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
      256    0.000    0.000    0.000    0.000 common.py:150(ensure_python_int)
       15    0.000    0.000    0.000    0.000 transforms.py:2791(nonsingular)
       49    0.000    0.000    0.000    0.000 version.py:307(parse)
       78    0.000    0.000    0.000    0.000 parsers.py:1227(_is_potential_multi_index)
      701    0.000    0.000    0.000    0.000 base.py:586(dtype)
      112    0.000    0.000    0.000    0.000 __init__.py:1373(is_math_text)
       33    0.000    0.000    0.074    0.002 generic.py:1012(_cython_agg_general)
       39    0.000    0.000    0.001    0.000 ops.py:366(_get_cython_function)
       78    0.000    0.000    0.000    0.000 array_ops.py:424(maybe_upcast_for_op)
      739    0.000    0.000    0.000    0.000 concat.py:479(<genexpr>)
       48    0.000    0.000    0.008    0.000 __init__.py:386(wrapper)
      389    0.000    0.000    0.000    0.000 __init__.py:1544(isEnabledFor)
       70    0.000    0.000    0.002    0.000 artist.py:1064(set)
       74    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
       30    0.000    0.000    0.000    0.000 ElementTree.py:623(getiterator)
       33    0.000    0.000    0.036    0.001 ops.py:305(result_index)
      468    0.000    0.000    0.000    0.000 base.py:420(<genexpr>)
       26    0.000    0.000    0.025    0.001 parsers.py:2254(TextParser)
      180    0.000    0.000    0.001    0.000 indexing.py:1419(_validate_integer)
       99    0.000    0.000    0.000    0.000 lines.py:1401(set_dash_capstyle)
      104    0.000    0.000    0.000    0.000 generic.py:1391(_is_level_reference)
      664    0.000    0.000    0.000    0.000 typing.py:974(<genexpr>)
       48    0.000    0.000    0.000    0.000 {built-in method _operator.or_}
      134    0.000    0.000    0.004    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.249    0.249 pyplot.py:19(<module>)
